# object, x, y, z, voltage
2.000000000000000000e+00,-5.500000000000000000e+00,-1.000000000000000000e+00,2.000000000000000000e+00,9.475219994783400101e-02
3.000000000000000000e+00,-5.500000000000000000e+00,-1.000000000000000000e+00,2.000000000000000000e+00,1.255491673946400044e-01
0.000000000000000000e+00,-5.500000000000000000e+00,-1.000000000000000000e+00,3.000000000000000000e+00,8.376061171293300300e-02
1.000000000000000000e+00,-5.500000000000000000e+00,-1.000000000000000000e+00,3.000000000000000000e+00,6.556015461683299683e-02
2.000000000000000000e+00,-5.500000000000000000e+00,-1.000000000000000000e+00,3.000000000000000000e+00,8.421160280704499679e-02
3.000000000000000000e+00,-5.500000000000000000e+00,-1.000000000000000000e+00,3.000000000000000000e+00,1.131923496723200029e-01
0.000000000000000000e+00,-5.500000000000000000e+00,-1.000000000000000000e+00,4.000000000000000000e+00,7.448863238096199713e-02
1.000000000000000000e+00,-5.500000000000000000e+00,-1.000000000000000000e+00,4.000000000000000000e+00,5.942546948790600192e-02
2.000000000000000000e+00,-5.500000000000000000e+00,-1.000000000000000000e+00,4.000000000000000000e+00,7.430443912744499890e-02
3.000000000000000000e+00,-5.500000000000000000e+00,-1.000000000000000000e+00,4.000000000000000000e+00,9.981776028871500173e-02
0.000000000000000000e+00,-5.500000000000000000e+00,-1.000000000000000000e+00,5.000000000000000000e+00,6.570629775524100546e-02
1.000000000000000000e+00,-5.500000000000000000e+00,-1.000000000000000000e+00,5.000000000000000000e+00,5.337344855070100258e-02
2.000000000000000000e+00,-5.500000000000000000e+00,-1.000000000000000000e+00,5.000000000000000000e+00,6.527192890644099854e-02
3.000000000000000000e+00,-5.500000000000000000e+00,-1.000000000000000000e+00,5.000000000000000000e+00,8.706604689359699611e-02
0.000000000000000000e+00,-5.500000000000000000e+00,-1.000000000000000000e+00,6.000000000000000000e+00,5.780332908034299666e-02
1.000000000000000000e+00,-5.500000000000000000e+00,-1.000000000000000000e+00,6.000000000000000000e+00,4.772193729877499679e-02
