# x,y,z,Ex,Ey,Ez
-7.250212499999999949e+00,8.242794399999999300e+00,3.016188000000000091e+00,-3.852980599999999978e-02,4.964509599999999967e-02,1.798712099999999828e-02
-6.750212499999999949e+00,8.242794399999999300e+00,3.016188000000000091e+00,-3.837990399999999941e-02,5.365589300000000311e-02,1.934326800000000027e-02
-6.250212499999999949e+00,8.242794399999999300e+00,3.016188000000000091e+00,-3.792905099999999835e-02,5.782748399999999844e-02,2.078550700000000168e-02
-5.750212499999999949e+00,8.242794399999999300e+00,3.016188000000000091e+00,-3.711194500000000035e-02,6.212380199999999880e-02,2.222796200000000041e-02
-5.250212499999999949e+00,8.242794399999999300e+00,3.016188000000000091e+00,-3.580877600000000049e-02,6.640254700000000621e-02,2.362183899999999864e-02
-4.750212499999999949e+00,8.242794399999999300e+00,3.016188000000000091e+00,-3.410496600000000045e-02,7.064786600000000361e-02,2.504831700000000050e-02
-4.250212499999999949e+00,8.242794399999999300e+00,3.016188000000000091e+00,-3.191950899999999869e-02,7.477685800000000160e-02,2.647451899999999844e-02
-3.750212499999999949e+00,8.242794399999999300e+00,3.016188000000000091e+00,-2.930033799999999869e-02,7.876466999999999496e-02,2.777637200000000056e-02
-3.250212499999999949e+00,8.242794399999999300e+00,3.016188000000000091e+00,-2.618699500000000110e-02,8.232221800000000256e-02,2.896949999999999872e-02
-2.750212499999999949e+00,8.242794399999999300e+00,3.016188000000000091e+00,-2.263178100000000012e-02,8.562379300000000359e-02,3.007237399999999894e-02
-2.250212499999999949e+00,8.242794399999999300e+00,3.016188000000000091e+00,-1.870833699999999850e-02,8.849053099999999727e-02,3.100034200000000018e-02
-1.750212499999999949e+00,8.242794399999999300e+00,3.016188000000000091e+00,-1.448699099999999941e-02,9.074707299999999754e-02,3.170859399999999967e-02
-1.250212499999999949e+00,8.242794399999999300e+00,3.016188000000000091e+00,-9.980339600000000602e-03,9.244369700000000523e-02,3.230232699999999874e-02
-7.502124999999999488e-01,8.242794399999999300e+00,3.016188000000000091e+00,-5.330850399999999961e-03,9.347721200000000397e-02,3.262765699999999741e-02
-2.502125000000000044e-01,8.242794399999999300e+00,3.016188000000000091e+00,-6.140068899999999701e-04,9.377060800000000529e-02,3.268240399999999823e-02
2.497874999999999956e-01,8.242794399999999300e+00,3.016188000000000091e+00,4.154843299999999746e-03,9.348294899999999574e-02,3.260519700000000243e-02
7.497875000000000512e-01,8.242794399999999300e+00,3.016188000000000091e+00,8.790456699999999249e-03,9.254029399999999517e-02,3.225345899999999821e-02
1.249787500000000051e+00,8.242794399999999300e+00,3.016188000000000091e+00,1.322702100000000026e-02,9.092621500000000467e-02,3.168743799999999833e-02
1.749787500000000051e+00,8.242794399999999300e+00,3.016188000000000091e+00,1.744563500000000100e-02,8.883910600000000102e-02,3.090805699999999920e-02
2.249787500000000051e+00,8.242794399999999300e+00,3.016188000000000091e+00,2.136508399999999946e-02,8.614461099999999594e-02,3.002086699999999969e-02
2.749787500000000051e+00,8.242794399999999300e+00,3.016188000000000091e+00,2.487361999999999906e-02,8.299541500000000294e-02,2.893857999999999847e-02
3.249787500000000051e+00,8.242794399999999300e+00,3.016188000000000091e+00,2.794663799999999934e-02,7.950836399999999804e-02,2.774933400000000050e-02
3.749787500000000051e+00,8.242794399999999300e+00,3.016188000000000091e+00,3.063976200000000094e-02,7.577114599999999756e-02,2.649832099999999829e-02
4.249787500000000051e+00,8.242794399999999300e+00,3.016188000000000091e+00,3.290680800000000267e-02,7.177272399999999608e-02,2.513104999999999853e-02
4.749787500000000051e+00,8.242794399999999300e+00,3.016188000000000091e+00,3.471095500000000167e-02,6.763884400000000352e-02,2.376923900000000103e-02
5.249787500000000051e+00,8.242794399999999300e+00,3.016188000000000091e+00,3.610135999999999901e-02,6.356162599999999607e-02,2.236910900000000160e-02
5.749787500000000051e+00,8.242794399999999300e+00,3.016188000000000091e+00,3.707365299999999808e-02,5.938316899999999954e-02,2.094330999999999970e-02
6.249787500000000051e+00,8.242794399999999300e+00,3.016188000000000091e+00,3.768961900000000059e-02,5.527139100000000305e-02,1.956576100000000096e-02
6.749787500000000051e+00,8.242794399999999300e+00,3.016188000000000091e+00,3.798099199999999814e-02,5.129043400000000280e-02,1.825008200000000080e-02
7.249787500000000051e+00,8.242794399999999300e+00,3.016188000000000091e+00,3.796230300000000280e-02,4.748397299999999877e-02,1.693185200000000071e-02
7.749787500000000051e+00,8.242794399999999300e+00,3.016188000000000091e+00,3.769180600000000131e-02,4.386852299999999955e-02,1.569869700000000104e-02
8.249787500000000051e+00,8.242794399999999300e+00,3.016188000000000091e+00,3.721632099999999665e-02,4.044611399999999829e-02,1.452075100000000014e-02
8.749787500000000051e+00,8.242794399999999300e+00,3.016188000000000091e+00,3.657577599999999735e-02,3.721606000000000219e-02,1.344550700000000064e-02
9.249787500000000051e+00,8.242794399999999300e+00,3.016188000000000091e+00,3.576132700000000247e-02,3.421713400000000321e-02,1.241755400000000079e-02
9.749787500000000051e+00,8.242794399999999300e+00,3.016188000000000091e+00,3.485469499999999804e-02,3.143617499999999676e-02,1.146333499999999984e-02
1.024978800000000057e+01,8.242794399999999300e+00,3.016188000000000091e+00,3.385257700000000175e-02,2.887663999999999856e-02,1.058004599999999920e-02
1.074978800000000057e+01,8.242794399999999300e+00,3.016188000000000091e+00,3.278695400000000010e-02,2.649155300000000102e-02,9.752359199999999576e-03
1.124978800000000057e+01,8.242794399999999300e+00,3.016188000000000091e+00,3.168436499999999906e-02,2.429352300000000089e-02,9.000718600000000638e-03
1.174978800000000057e+01,8.242794399999999300e+00,3.016188000000000091e+00,3.054343500000000072e-02,2.229766899999999913e-02,8.296348199999999465e-03
-1.175021199999999943e+01,8.742794399999999300e+00,3.016188000000000091e+00,-2.928770699999999963e-02,2.301476499999999953e-02,8.280183199999999188e-03
-1.125021199999999943e+01,8.742794399999999300e+00,3.016188000000000091e+00,-3.027953599999999926e-02,2.500292700000000118e-02,8.945162399999999694e-03
-1.075021199999999943e+01,8.742794399999999300e+00,3.016188000000000091e+00,-3.122124800000000006e-02,2.715838099999999880e-02,9.663659099999999391e-03
-1.025021199999999943e+01,8.742794399999999300e+00,3.016188000000000091e+00,-3.209888200000000219e-02,2.949474800000000119e-02,1.042710699999999970e-02
-9.750212499999999949e+00,8.742794399999999300e+00,3.016188000000000091e+00,-3.290278499999999690e-02,3.201666100000000181e-02,1.125828000000000072e-02
-9.250212499999999949e+00,8.742794399999999300e+00,3.016188000000000091e+00,-3.361280299999999666e-02,3.472939500000000318e-02,1.215139699999999955e-02
-8.750212499999999949e+00,8.742794399999999300e+00,3.016188000000000091e+00,-3.418939599999999690e-02,3.765166899999999872e-02,1.309247000000000015e-02
-8.250212499999999949e+00,8.742794399999999300e+00,3.016188000000000091e+00,-3.457546599999999914e-02,4.077120499999999786e-02,1.408643099999999995e-02
-7.750212499999999949e+00,8.742794399999999300e+00,3.016188000000000091e+00,-3.479245300000000096e-02,4.403164999999999857e-02,1.516450500000000000e-02
-7.250212499999999949e+00,8.742794399999999300e+00,3.016188000000000091e+00,-3.479074299999999897e-02,4.747024600000000066e-02,1.624672699999999900e-02
-6.750212499999999949e+00,8.742794399999999300e+00,3.016188000000000091e+00,-3.450296800000000191e-02,5.105606499999999770e-02,1.739202399999999898e-02
-6.250212499999999949e+00,8.742794399999999300e+00,3.016188000000000091e+00,-3.395709400000000017e-02,5.473680799999999791e-02,1.857361600000000112e-02
-5.750212499999999949e+00,8.742794399999999300e+00,3.016188000000000091e+00,-3.304557500000000064e-02,5.852262700000000067e-02,1.974521200000000157e-02
-5.250212499999999949e+00,8.742794399999999300e+00,3.016188000000000091e+00,-3.181032100000000251e-02,6.226715800000000300e-02,2.093353300000000070e-02
-4.750212499999999949e+00,8.742794399999999300e+00,3.016188000000000091e+00,-3.014817599999999875e-02,6.597066699999999673e-02,2.211128500000000136e-02
-4.250212499999999949e+00,8.742794399999999300e+00,3.016188000000000091e+00,-2.816684499999999938e-02,6.959053900000000681e-02,2.323716099999999923e-02
-3.750212499999999949e+00,8.742794399999999300e+00,3.016188000000000091e+00,-2.574945999999999832e-02,7.296312600000000315e-02,2.429543099999999928e-02
-3.250212499999999949e+00,8.742794399999999300e+00,3.016188000000000091e+00,-2.289985099999999885e-02,7.615204200000000312e-02,2.527814000000000103e-02
-2.750212499999999949e+00,8.742794399999999300e+00,3.016188000000000091e+00,-1.977750799999999920e-02,7.891190100000000651e-02,2.615146900000000010e-02
-2.250212499999999949e+00,8.742794399999999300e+00,3.016188000000000091e+00,-1.640946199999999966e-02,8.133739199999999447e-02,2.692737099999999856e-02
-1.750212499999999949e+00,8.742794399999999300e+00,3.016188000000000091e+00,-1.266206800000000028e-02,8.328612100000000462e-02,2.749133100000000079e-02
-1.250212499999999949e+00,8.742794399999999300e+00,3.016188000000000091e+00,-8.722549300000000116e-03,8.466070900000000066e-02,2.789891499999999983e-02
-7.502124999999999488e-01,8.742794399999999300e+00,3.016188000000000091e+00,-4.666784799999999615e-03,8.553131699999999560e-02,2.819189100000000017e-02
-2.502125000000000044e-01,8.742794399999999300e+00,3.016188000000000091e+00,-5.479283900000000030e-04,8.585761499999999824e-02,2.826035199999999900e-02
2.497874999999999956e-01,8.742794399999999300e+00,3.016188000000000091e+00,3.591610399999999991e-03,8.562070900000000317e-02,2.816031500000000173e-02
7.497875000000000512e-01,8.742794399999999300e+00,3.016188000000000091e+00,7.574605800000000153e-03,8.484762199999999754e-02,2.791270800000000135e-02
1.249787500000000051e+00,8.742794399999999300e+00,3.016188000000000091e+00,1.150231799999999922e-02,8.346056899999999834e-02,2.742075700000000046e-02
1.749787500000000051e+00,8.742794399999999300e+00,3.016188000000000091e+00,1.518566399999999976e-02,8.170847600000000210e-02,2.685626600000000017e-02
2.249787500000000051e+00,8.742794399999999300e+00,3.016188000000000091e+00,1.863452399999999953e-02,7.939898200000000683e-02,2.609890299999999969e-02
2.749787500000000051e+00,8.742794399999999300e+00,3.016188000000000091e+00,2.175826800000000075e-02,7.671245200000000042e-02,2.523303000000000004e-02
3.249787500000000051e+00,8.742794399999999300e+00,3.016188000000000091e+00,2.457018899999999922e-02,7.369033999999999307e-02,2.431443700000000124e-02
3.749787500000000051e+00,8.742794399999999300e+00,3.016188000000000091e+00,2.701289200000000015e-02,7.045637800000000006e-02,2.327121799999999976e-02
4.249787500000000051e+00,8.742794399999999300e+00,3.016188000000000091e+00,2.913514899999999908e-02,6.698201600000000533e-02,2.215061700000000092e-02
4.749787500000000051e+00,8.742794399999999300e+00,3.016188000000000091e+00,3.082079399999999858e-02,6.339875600000000055e-02,2.104470900000000172e-02
5.249787500000000051e+00,8.742794399999999300e+00,3.016188000000000091e+00,3.216686099999999798e-02,5.973275399999999902e-02,1.987682799999999916e-02
5.749787500000000051e+00,8.742794399999999300e+00,3.016188000000000091e+00,3.319424399999999775e-02,5.607343099999999997e-02,1.871872899999999992e-02
6.249787500000000051e+00,8.742794399999999300e+00,3.016188000000000091e+00,3.386800699999999859e-02,5.242628600000000250e-02,1.758049199999999965e-02
6.749787500000000051e+00,8.742794399999999300e+00,3.016188000000000091e+00,3.428949800000000159e-02,4.892141400000000334e-02,1.644897500000000110e-02
7.249787500000000051e+00,8.742794399999999300e+00,3.016188000000000091e+00,3.442189500000000096e-02,4.550518499999999661e-02,1.535677499999999959e-02
7.749787500000000051e+00,8.742794399999999300e+00,3.016188000000000091e+00,3.436347499999999749e-02,4.222946999999999812e-02,1.430312499999999987e-02
8.249787500000000051e+00,8.742794399999999300e+00,3.016188000000000091e+00,3.404846799999999840e-02,3.910133999999999832e-02,1.332480999999999943e-02
8.749787500000000051e+00,8.742794399999999300e+00,3.016188000000000091e+00,3.357952100000000106e-02,3.615775000000000239e-02,1.236674700000000085e-02
9.249787500000000051e+00,8.742794399999999300e+00,3.016188000000000091e+00,3.296465400000000295e-02,3.341387600000000208e-02,1.149615900000000059e-02
9.749787500000000051e+00,8.742794399999999300e+00,3.016188000000000091e+00,3.226283900000000149e-02,3.083086200000000054e-02,1.064733900000000046e-02
1.024978800000000057e+01,8.742794399999999300e+00,3.016188000000000091e+00,3.145504699999999987e-02,2.842712000000000017e-02,9.872220500000000731e-03
1.074978800000000057e+01,8.742794399999999300e+00,3.016188000000000091e+00,3.057201600000000047e-02,2.621772899999999865e-02,9.145629599999999942e-03
1.124978800000000057e+01,8.742794399999999300e+00,3.016188000000000091e+00,2.965070900000000079e-02,2.416195000000000148e-02,8.473378599999999497e-03
1.174978800000000057e+01,8.742794399999999300e+00,3.016188000000000091e+00,2.866823199999999836e-02,2.226823600000000028e-02,7.850215799999999203e-03
-1.175021199999999943e+01,9.242794399999999300e+00,3.016188000000000091e+00,-2.742259600000000047e-02,2.286205399999999971e-02,7.825584199999999213e-03
-1.125021199999999943e+01,9.242794399999999300e+00,3.016188000000000091e+00,-2.827177000000000162e-02,2.473874599999999896e-02,8.400108700000000553e-03
-1.075021199999999943e+01,9.242794399999999300e+00,3.016188000000000091e+00,-2.905442600000000125e-02,2.676049600000000167e-02,9.050626299999999652e-03
-1.025021199999999943e+01,9.242794399999999300e+00,3.016188000000000091e+00,-2.976807999999999885e-02,2.893264599999999936e-02,9.711846700000000346e-03
-9.750212499999999949e+00,9.242794399999999300e+00,3.016188000000000091e+00,-3.038839999999999944e-02,3.126643999999999951e-02,1.043041400000000070e-02
-9.250212499999999949e+00,9.242794399999999300e+00,3.016188000000000091e+00,-3.090284199999999981e-02,3.377300099999999694e-02,1.120737400000000085e-02
-8.750212499999999949e+00,9.242794399999999300e+00,3.016188000000000091e+00,-3.129628300000000113e-02,3.642988600000000160e-02,1.202116899999999995e-02
-8.250212499999999949e+00,9.242794399999999300e+00,3.016188000000000091e+00,-3.155154699999999923e-02,3.925854000000000149e-02,1.288226299999999970e-02
-7.750212499999999949e+00,9.242794399999999300e+00,3.016188000000000091e+00,-3.160594399999999693e-02,4.223844399999999999e-02,1.377686900000000061e-02
-7.250212499999999949e+00,9.242794399999999300e+00,3.016188000000000091e+00,-3.146388399999999752e-02,4.532507399999999992e-02,1.469313099999999990e-02
-6.750212499999999949e+00,9.242794399999999300e+00,3.016188000000000091e+00,-3.106833399999999953e-02,4.853379399999999816e-02,1.566055200000000119e-02
-6.250212499999999949e+00,9.242794399999999300e+00,3.016188000000000091e+00,-3.045142299999999830e-02,5.184369900000000003e-02,1.665101199999999976e-02
-5.750212499999999949e+00,9.242794399999999300e+00,3.016188000000000091e+00,-2.954724599999999923e-02,5.518476700000000262e-02,1.763492599999999869e-02
-5.250212499999999949e+00,9.242794399999999300e+00,3.016188000000000091e+00,-2.831376299999999874e-02,5.845199899999999754e-02,1.859578300000000115e-02
-4.750212499999999949e+00,9.242794399999999300e+00,3.016188000000000091e+00,-2.674910800000000061e-02,6.170249700000000198e-02,1.954089700000000152e-02
-4.250212499999999949e+00,9.242794399999999300e+00,3.016188000000000091e+00,-2.488716900000000065e-02,6.484575600000000439e-02,2.047654200000000035e-02
-3.750212499999999949e+00,9.242794399999999300e+00,3.016188000000000091e+00,-2.267385800000000159e-02,6.781375400000000386e-02,2.132456599999999966e-02
-3.250212499999999949e+00,9.242794399999999300e+00,3.016188000000000091e+00,-2.023188399999999859e-02,7.049259500000000511e-02,2.210823799999999881e-02
-2.750212499999999949e+00,9.242794399999999300e+00,3.016188000000000091e+00,-1.735682399999999986e-02,7.294368699999999317e-02,2.282405599999999882e-02
-2.250212499999999949e+00,9.242794399999999300e+00,3.016188000000000091e+00,-1.436838099999999951e-02,7.505306600000000161e-02,2.341668300000000064e-02
-1.750212499999999949e+00,9.242794399999999300e+00,3.016188000000000091e+00,-1.109445600000000080e-02,7.673700199999999860e-02,2.390294499999999836e-02
-1.250212499999999949e+00,9.242794399999999300e+00,3.016188000000000091e+00,-7.657708099999999650e-03,7.802183899999999561e-02,2.426202800000000145e-02
-7.502124999999999488e-01,9.242794399999999300e+00,3.016188000000000091e+00,-4.124317300000000276e-03,7.871016100000000071e-02,2.446573200000000045e-02
-2.502125000000000044e-01,9.242794399999999300e+00,3.016188000000000091e+00,-5.393141200000000019e-04,7.900151599999999386e-02,2.453666399999999970e-02
2.497874999999999956e-01,9.242794399999999300e+00,3.016188000000000091e+00,3.048683500000000119e-03,7.880032800000000281e-02,2.445403100000000107e-02
7.497875000000000512e-01,9.242794399999999300e+00,3.016188000000000091e+00,6.594996399999999807e-03,7.809987699999999811e-02,2.419908499999999865e-02
1.249787500000000051e+00,9.242794399999999300e+00,3.016188000000000091e+00,1.000369000000000085e-02,7.691984600000000005e-02,2.388202600000000064e-02
1.749787500000000051e+00,9.242794399999999300e+00,3.016188000000000091e+00,1.328870799999999977e-02,7.539828099999999755e-02,2.336614999999999873e-02
2.249787500000000051e+00,9.242794399999999300e+00,3.016188000000000091e+00,1.629053100000000046e-02,7.335367099999999529e-02,2.281974599999999839e-02
2.749787500000000051e+00,9.242794399999999300e+00,3.016188000000000091e+00,1.910274799999999926e-02,7.108706200000000641e-02,2.213167400000000049e-02
3.249787500000000051e+00,9.242794399999999300e+00,3.016188000000000091e+00,2.164084299999999988e-02,6.843738300000000441e-02,2.134765300000000116e-02
3.749787500000000051e+00,9.242794399999999300e+00,3.016188000000000091e+00,2.388498600000000041e-02,6.567001299999999930e-02,2.053138200000000080e-02
4.249787500000000051e+00,9.242794399999999300e+00,3.016188000000000091e+00,2.580912399999999926e-02,6.263344699999999488e-02,1.964858400000000019e-02
4.749787500000000051e+00,9.242794399999999300e+00,3.016188000000000091e+00,2.742492200000000088e-02,5.944843999999999823e-02,1.868325800000000120e-02
5.249787500000000051e+00,9.242794399999999300e+00,3.016188000000000091e+00,2.873268500000000086e-02,5.623212500000000086e-02,1.772771399999999858e-02
5.749787500000000051e+00,9.242794399999999300e+00,3.016188000000000091e+00,2.975327300000000022e-02,5.300080800000000342e-02,1.678182599999999969e-02
6.249787500000000051e+00,9.242794399999999300e+00,3.016188000000000091e+00,3.048628399999999891e-02,4.978578899999999696e-02,1.581452200000000100e-02
6.749787500000000051e+00,9.242794399999999300e+00,3.016188000000000091e+00,3.099124899999999849e-02,4.661893500000000023e-02,1.487066299999999924e-02
7.249787500000000051e+00,9.242794399999999300e+00,3.016188000000000091e+00,3.124573099999999881e-02,4.354661299999999791e-02,1.395333200000000058e-02
7.749787500000000051e+00,9.242794399999999300e+00,3.016188000000000091e+00,3.128605000000000275e-02,4.057625299999999963e-02,1.305270300000000057e-02
8.249787500000000051e+00,9.242794399999999300e+00,3.016188000000000091e+00,3.118074300000000035e-02,3.777526300000000337e-02,1.220892900000000031e-02
8.749787500000000051e+00,9.242794399999999300e+00,3.016188000000000091e+00,3.084599600000000053e-02,3.505921000000000037e-02,1.139657600000000028e-02
9.249787500000000051e+00,9.242794399999999300e+00,3.016188000000000091e+00,3.041432200000000058e-02,3.251390199999999731e-02,1.061811000000000005e-02
9.749787500000000051e+00,9.242794399999999300e+00,3.016188000000000091e+00,2.989635800000000135e-02,3.015529700000000105e-02,9.909785399999999217e-03
1.024978800000000057e+01,9.242794399999999300e+00,3.016188000000000091e+00,2.924128599999999828e-02,2.792815099999999828e-02,9.223064399999999705e-03
1.074978800000000057e+01,9.242794399999999300e+00,3.016188000000000091e+00,2.851897999999999933e-02,2.584221800000000013e-02,8.579143299999999681e-03
1.124978800000000057e+01,9.242794399999999300e+00,3.016188000000000091e+00,2.774134300000000164e-02,2.392729000000000036e-02,7.979442399999999921e-03
1.174978800000000057e+01,9.242794399999999300e+00,3.016188000000000091e+00,2.690919099999999897e-02,2.214322100000000113e-02,7.433901100000000171e-03
-1.175021199999999943e+01,9.742794399999999300e+00,3.016188000000000091e+00,-2.569177900000000139e-02,2.264350999999999864e-02,7.373446599999999851e-03
-1.125021199999999943e+01,9.742794399999999300e+00,3.016188000000000091e+00,-2.639352299999999860e-02,2.438653099999999949e-02,7.900266899999999412e-03
-1.075021199999999943e+01,9.742794399999999300e+00,3.016188000000000091e+00,-2.701839600000000008e-02,2.626524300000000062e-02,8.462030400000000729e-03
-1.025021199999999943e+01,9.742794399999999300e+00,3.016188000000000091e+00,-2.759084100000000137e-02,2.828332999999999889e-02,9.040038999999999714e-03
-9.750212499999999949e+00,9.742794399999999300e+00,3.016188000000000091e+00,-2.806022899999999903e-02,3.045973000000000083e-02,9.674921600000000593e-03
-9.250212499999999949e+00,9.742794399999999300e+00,3.016188000000000091e+00,-2.841835499999999931e-02,3.275767699999999893e-02,1.033339299999999975e-02
-8.750212499999999949e+00,9.742794399999999300e+00,3.016188000000000091e+00,-2.867799399999999832e-02,3.519071299999999847e-02,1.103249400000000033e-02
-8.250212499999999949e+00,9.742794399999999300e+00,3.016188000000000091e+00,-2.876929900000000165e-02,3.775880499999999945e-02,1.176876999999999958e-02
-7.750212499999999949e+00,9.742794399999999300e+00,3.016188000000000091e+00,-2.870219800000000168e-02,4.047510399999999786e-02,1.252076700000000035e-02
-7.250212499999999949e+00,9.742794399999999300e+00,3.016188000000000091e+00,-2.846557099999999854e-02,4.325279600000000307e-02,1.330769799999999975e-02
-6.750212499999999949e+00,9.742794399999999300e+00,3.016188000000000091e+00,-2.798772199999999960e-02,4.613511299999999843e-02,1.411204899999999977e-02
-6.250212499999999949e+00,9.742794399999999300e+00,3.016188000000000091e+00,-2.731755400000000084e-02,4.904093200000000236e-02,1.490589800000000076e-02
-5.750212499999999949e+00,9.742794399999999300e+00,3.016188000000000091e+00,-2.639524500000000121e-02,5.199868199999999746e-02,1.574708500000000094e-02
-5.250212499999999949e+00,9.742794399999999300e+00,3.016188000000000091e+00,-2.518741999999999856e-02,5.494310699999999797e-02,1.651490900000000123e-02
-4.750212499999999949e+00,9.742794399999999300e+00,3.016188000000000091e+00,-2.373742100000000160e-02,5.777774000000000104e-02,1.730407800000000051e-02
-4.250212499999999949e+00,9.742794399999999300e+00,3.016188000000000091e+00,-2.201409600000000036e-02,6.055317100000000285e-02,1.806044199999999947e-02
-3.750212499999999949e+00,9.742794399999999300e+00,3.016188000000000091e+00,-1.997782500000000114e-02,6.318356099999999920e-02,1.876359999999999834e-02
-3.250212499999999949e+00,9.742794399999999300e+00,3.016188000000000091e+00,-1.777088099999999879e-02,6.548088800000000098e-02,1.936834499999999862e-02
-2.750212499999999949e+00,9.742794399999999300e+00,3.016188000000000091e+00,-1.528955799999999997e-02,6.760851299999999509e-02,1.994304400000000005e-02
-2.250212499999999949e+00,9.742794399999999300e+00,3.016188000000000091e+00,-1.258083999999999938e-02,6.943598400000000614e-02,2.043182400000000121e-02
-1.750212499999999949e+00,9.742794399999999300e+00,3.016188000000000091e+00,-9.710189899999999152e-03,7.088683499999999527e-02,2.079759499999999858e-02
-1.250212499999999949e+00,9.742794399999999300e+00,3.016188000000000091e+00,-6.723234399999999944e-03,7.194937799999999439e-02,2.108895800000000140e-02
-7.502124999999999488e-01,9.742794399999999300e+00,3.016188000000000091e+00,-3.585132300000000091e-03,7.266573599999999467e-02,2.129083699999999996e-02
-2.502125000000000044e-01,9.742794399999999300e+00,3.016188000000000091e+00,-5.011268699999999517e-04,7.289931199999999389e-02,2.127635099999999890e-02
2.497874999999999956e-01,9.742794399999999300e+00,3.016188000000000091e+00,2.680184999999999859e-03,7.268887000000000265e-02,2.123135699999999931e-02
7.497875000000000512e-01,9.742794399999999300e+00,3.016188000000000091e+00,5.741312600000000356e-03,7.209726399999999424e-02,2.110979099999999928e-02
1.249787500000000051e+00,9.742794399999999300e+00,3.016188000000000091e+00,8.726967500000000141e-03,7.108548300000000486e-02,2.079980299999999865e-02
1.749787500000000051e+00,9.742794399999999300e+00,3.016188000000000091e+00,1.161129399999999944e-02,6.973367900000000674e-02,2.047167199999999979e-02
2.249787500000000051e+00,9.742794399999999300e+00,3.016188000000000091e+00,1.429610499999999992e-02,6.804388000000000103e-02,1.997001799999999910e-02
2.749787500000000051e+00,9.742794399999999300e+00,3.016188000000000091e+00,1.683511199999999930e-02,6.601586199999999460e-02,1.937745499999999829e-02
3.249787500000000051e+00,9.742794399999999300e+00,3.016188000000000091e+00,1.907861199999999827e-02,6.370575000000000543e-02,1.878303799999999843e-02
3.749787500000000051e+00,9.742794399999999300e+00,3.016188000000000091e+00,2.112310200000000124e-02,6.123354999999999770e-02,1.811054200000000031e-02
4.249787500000000051e+00,9.742794399999999300e+00,3.016188000000000091e+00,2.290093199999999884e-02,5.861263700000000215e-02,1.738583299999999984e-02
4.749787500000000051e+00,9.742794399999999300e+00,3.016188000000000091e+00,2.443666200000000135e-02,5.583386500000000335e-02,1.662533399999999856e-02
5.249787500000000051e+00,9.742794399999999300e+00,3.016188000000000091e+00,2.569595499999999949e-02,5.300412699999999810e-02,1.582541299999999998e-02
5.749787500000000051e+00,9.742794399999999300e+00,3.016188000000000091e+00,2.670410299999999987e-02,5.008748200000000261e-02,1.504840900000000044e-02
6.249787500000000051e+00,9.742794399999999300e+00,3.016188000000000091e+00,2.747604999999999839e-02,4.723883400000000038e-02,1.425030000000000047e-02
6.749787500000000051e+00,9.742794399999999300e+00,3.016188000000000091e+00,2.801829000000000125e-02,4.441622299999999773e-02,1.345031600000000035e-02
7.249787500000000051e+00,9.742794399999999300e+00,3.016188000000000091e+00,2.837706699999999888e-02,4.162699400000000050e-02,1.266706000000000082e-02
7.749787500000000051e+00,9.742794399999999300e+00,3.016188000000000091e+00,2.851329600000000047e-02,3.895142299999999891e-02,1.191528000000000032e-02
8.249787500000000051e+00,9.742794399999999300e+00,3.016188000000000091e+00,2.850035600000000099e-02,3.636767300000000314e-02,1.120095500000000029e-02
8.749787500000000051e+00,9.742794399999999300e+00,3.016188000000000091e+00,2.834866899999999995e-02,3.391034200000000304e-02,1.049152899999999944e-02
9.249787500000000051e+00,9.742794399999999300e+00,3.016188000000000091e+00,2.804516300000000142e-02,3.157812399999999908e-02,9.828030099999999353e-03
9.749787500000000051e+00,9.742794399999999300e+00,3.016188000000000091e+00,2.765818499999999833e-02,2.939597099999999991e-02,9.191355700000000684e-03
1.024978800000000057e+01,9.742794399999999300e+00,3.016188000000000091e+00,2.717140700000000159e-02,2.732757900000000115e-02,8.599152800000000804e-03
1.074978800000000057e+01,9.742794399999999300e+00,3.016188000000000091e+00,2.659480599999999861e-02,2.540171299999999938e-02,8.042550600000000077e-03
1.124978800000000057e+01,9.742794399999999300e+00,3.016188000000000091e+00,2.594478100000000009e-02,2.360819100000000059e-02,7.518401800000000350e-03
1.174978800000000057e+01,9.742794399999999300e+00,3.016188000000000091e+00,2.524689199999999994e-02,2.193576300000000048e-02,7.012809600000000261e-03
-1.175021199999999943e+01,1.024279399999999995e+01,3.016188000000000091e+00,-2.406982300000000061e-02,2.235100799999999860e-02,6.962858100000000189e-03
-1.125021199999999943e+01,1.024279399999999995e+01,3.016188000000000091e+00,-2.463695800000000047e-02,2.396908199999999919e-02,7.418544000000000006e-03
-1.075021199999999943e+01,1.024279399999999995e+01,3.016188000000000091e+00,-2.516578100000000165e-02,2.573044000000000026e-02,7.911849800000000585e-03
-1.025021199999999943e+01,1.024279399999999995e+01,3.016188000000000091e+00,-2.559942899999999993e-02,2.759179100000000093e-02,8.421869000000000230e-03
-9.750212499999999949e+00,1.024279399999999995e+01,3.016188000000000091e+00,-2.593062100000000092e-02,2.958201099999999834e-02,8.969997099999999987e-03
-9.250212499999999949e+00,1.024279399999999995e+01,3.016188000000000091e+00,-2.617146100000000003e-02,3.169917299999999716e-02,9.553462299999999213e-03
-8.750212499999999949e+00,1.024279399999999995e+01,3.016188000000000091e+00,-2.629794599999999913e-02,3.393460799999999805e-02,1.012781800000000024e-02
-8.250212499999999949e+00,1.024279399999999995e+01,3.016188000000000091e+00,-2.627040099999999878e-02,3.627718199999999810e-02,1.077155299999999968e-02
